"country_code"	"meteorite_class"	"count"	"average_mass"	"max_mass"	"min_mass"	
"USA"	"Iron, IIIAB"	"97"	"240081.62"	"15500000.0"	"270.0"	
"USA"	"OC"	"41"	"1084.16"	"5397.0"	"4.8"	
"USA"	"Iron, IVA"	"28"	"15125.25"	"99300.0"	"30.0"	
"USA"	"CM2"	"2"	"6339.2"	"12600.0"	"78.4"	
"USA"	"L/LL4"	"1"	"6000.0"	"6000.0"	"6000.0"	
"USA"	"EL6"	"4"	"3947.53"	"10000.0"	"10.13"	
"USA"	"Mesosiderite-A3/4"	"1"	"320000.0"	"320000.0"	"320000.0"	
"USA"	"CO3.3"	"1"	"3200.0"	"3200.0"	"3200.0"	
"USA"	"H3"	"6"	"8412.83"	"18255.0"	"162.0"	
"USA"	"Howardite"	"5"	"647.1"	"2100.0"	"50.5"	
"USA"	"Diogenite-pm"	"1"	"102.0"	"102.0"	"102.0"	
"USA"	"LL4"	"8"	"6549.39"	"44300.0"	"5.8"	
"USA"	"L/LL6"	"1"	"220000.0"	"220000.0"	"220000.0"	
"USA"	"Diogenite"	"1"	"40300.0"	"40300.0"	"40300.0"	
"USA"	"Iron"	"20"	"5748.89"	"44500.0"	"12.0"	
"USA"	"Eucrite-cm"	"1"	"1880.0"	"1880.0"	"1880.0"	
"USA"	"Eucrite-pmict"	"3"	"3066.67"	"5100.0"	"1800.0"	
"USA"	"H4-6"	"2"	"320.3"	"483.7"	"156.9"	
"USA"	"Eucrite"	"1"	"180.0"	"180.0"	"180.0"	
"USA"	"L3"	"1"	"135.0"	"135.0"	"135.0"	
"USA"	"LL5"	"7"	"71062.14"	"408000.0"	"375.0"	
"USA"	"Iron, IAB-ung"	"21"	"10883.14"	"48200.0"	"156.0"	
"USA"	"H3.4"	"2"	"3232.5"	"5200.0"	"1265.0"	
"USA"	"LL3.3"	"2"	"2079.65"	"4135.0"	"24.3"	
"USA"	"C"	"1"	"992.5"	"992.5"	"992.5"	
"USA"	"CO3.7"	"1"	"1600.0"	"1600.0"	"1600.0"	
"USA"	"H3-6"	"3"	"7220.93"	"21100.0"	"145.8"	
"USA"	"Pallasite, PMG"	"10"	"46238.08"	"180000.0"	"1724.8"	
"USA"	"Iron, IIAB"	"36"	"174123.82"	"2753000.0"	"18.54"	
"USA"	"Iron, IAB complex"	"11"	"74498.27"	"800000.0"	"16.7"	
"USA"	"Iron, IAB-sHL"	"2"	"2750.0"	"4100.0"	"1400.0"	
"USA"	"Iron, IAB-sLM"	"5"	"22881.6"	"81200.0"	"1108.0"	
"USA"	"CV3"	"4"	"3868.08"	"8100.0"	"186.52"	
"USA"	"Pallasite, PMG-an"	"5"	"893288.8"	"4300000.0"	"84.0"	
"USA"	"Iron, IIE-an"	"1"	"8940.0"	"8940.0"	"8940.0"	
"USA"	"Iron, IAB-MG"	"33"	"1010195.33"	"30000000.0"	"600.0"	
"USA"	"Iron, IIG"	"2"	"23315.0"	"43000.0"	"3630.0"	
"USA"	"Iron, ungrouped"	"31"	"71894.61"	"975000.0"	"570.0"	
"USA"	"H4/5"	"9"	"7533.31"	"51800.0"	"4.48"	
"USA"	"EH4/5"	"1"	"67.0"	"67.0"	"67.0"	
"USA"	"R3-6"	"1"	"70.0"	"70.0"	"70.0"	
"USA"	"L4-6"	"1"	"147.4"	"147.4"	"147.4"	
"USA"	"L6/7"	"3"	"17296.67"	"26810.0"	"7580.0"	
"USA"	"Iron, IID"	"7"	"73775.14"	"430000.0"	"900.0"	
"USA"	"H3.7"	"5"	"50982.0"	"200000.0"	"1750.0"	
"USA"	"H3-5"	"1"	"798.0"	"798.0"	"798.0"	
"USA"	"Iron, IIIE"	"5"	"36460.0"	"68000.0"	"3000.0"	
"USA"	"L-imp melt"	"1"	"12900.0"	"12900.0"	"12900.0"	
"USA"	"H?"	"1"	"860.0"	"860.0"	"860.0"	
"USA"	"Iron, IIIF"	"6"	"76149.23"	"244500.0"	"65.4"	
"USA"	"H3.5"	"3"	"594.0"	"953.0"	"277.0"	
"USA"	"Mesosiderite-A2"	"1"	"7700.0"	"7700.0"	"7700.0"	
"USA"	"H3.6"	"3"	"98571.0"	"283000.0"	"13.0"	
"USA"	"Pallasite, PES"	"2"	"18160.0"	"36000.0"	"320.0"	
"USA"	"CO3.0"	"1"	"3912.0"	"3912.0"	"3912.0"	
"USA"	"Iron, IAB-sLL"	"9"	"138601.67"	"1169500.0"	"115.0"	
"USA"	"C4-ung"	"1"	"4500.0"	"4500.0"	"4500.0"	
"USA"	"H5-6"	"2"	"737.85"	"1369.0"	"106.7"	
"USA"	"Mesosiderite-A1"	"1"	"48500.0"	"48500.0"	"48500.0"	
"USA"	"L3.7"	"2"	"250.0"	"300.0"	"200.0"	
"USA"	"Iron, IAB-sLH"	"3"	"17856.0"	"27000.0"	"268.0"	
"USA"	"Iron, IIF"	"3"	"11998.67"	"27900.0"	"3596.0"	
"USA"	"Iron, IVB"	"4"	"20830.0"	"38800.0"	"1800.0"	
"USA"	"Pallasite"	"3"	"337.4"	"679.5"	"40.7"	
"USA"	"Mesosiderite-A3"	"2"	"16500.0"	"16700.0"	"16300.0"	
"USA"	"Iron, IIIAB?"	"2"	"4591.0"	"8732.0"	"450.0"	
"USA"	"L3.5-5"	"1"	"5590.0"	"5590.0"	"5590.0"	
"USA"	"H3.8"	"5"	"1738.14"	"4100.0"	"5.7"	
"USA"	"CBa"	"2"	"1030.0"	"2000.0"	"60.0"	
"USA"	"L3-6"	"1"	"4230.0"	"4230.0"	"4230.0"	
"USA"	"L5-7"	"1"	"929.4"	"929.4"	"929.4"	
"USA"	"L3.2"	"1"	"6800.0"	"6800.0"	"6800.0"	
"USA"	"EL6/7"	"1"	"16300.0"	"16300.0"	"16300.0"	
"USA"	"LL3"	"3"	"20.37"	"37.0"	"11.1"	
"USA"	"CK3"	"1"	"966.0"	"966.0"	"966.0"	
"USA"	"H/L4"	"1"	"15500.0"	"15500.0"	"15500.0"	
"USA"	"L/LL3.4"	"1"	"7250.0"	"7250.0"	"7250.0"	
"USA"	"L3.5"	"1"	"31500.0"	"31500.0"	"31500.0"	
"USA"	"L3.6"	"1"	"57900.0"	"57900.0"	"57900.0"	
"USA"	"Ureilite"	"2"	"5461.15"	"10900.0"	"22.3"	
"USA"	"Iron, IAB-sHH"	"2"	"466.0"	"490.0"	"442.0"	
"USA"	"Martian (nakhlite)"	"1"	"800.0"	"800.0"	"800.0"	
"USA"	"Mesosiderite"	"3"	"12953.9"	"38690.0"	"11.7"	
"USA"	"Aubrite-an"	"1"	"28100.0"	"28100.0"	"28100.0"	
"USA"	"K3"	"1"	"11.0"	"11.0"	"11.0"	
"USA"	"H-melt rock"	"1"	"262.2"	"262.2"	"262.2"	
"USA"	"CK4"	"11"	"4.42"	"11.87"	"0.9"	
"USA"	"CK5"	"4"	"2.15"	"3.5"	"0.8"	
"USA"	"Pallasite, ungrouped"	"2"	"18200.0"	"34360.0"	"2040.0"	
"USA"	"Mesosiderite-B4"	"1"	"89400.0"	"89400.0"	"89400.0"	
"USA"	"CM1"	"1"	"698.8"	"698.8"	"698.8"	
"USA"	"Acapulcoite"	"2"	"263.14"	"524.5"	"1.77"	
"USA"	"Iron, IAB-an"	"3"	"2154.33"	"4400.0"	"676.0"	
"USA"	"H4/6"	"1"	"3600.0"	"3600.0"	"3600.0"	
"USA"	"Iron, IIC"	"3"	"8200.0"	"17500.0"	"3500.0"	
"USA"	"LL3.4"	"1"	"12100.0"	"12100.0"	"12100.0"	
"USA"	"L5/6"	"2"	"19.18"	"31.8"	"6.55"	
"USA"	"L3.4"	"1"	"6.2"	"6.2"	"6.2"	
"USA"	"LL3.7"	"1"	"40800.0"	"40800.0"	"40800.0"	
"USA"	"H3.9"	"2"	"237.55"	"397.1"	"78.0"	
"USA"	"H3.10"	"1"	"258.0"	"258.0"	"258.0"	
"USA"	"L/LL5"	"1"	"12.1"	"12.1"	"12.1"	
"USA"	"H(5?)"	"1"	"9.8"	"9.8"	"9.8"	
"USA"	"H-metal"	"2"	"27.65"	"52.3"	"3.0"	
"USA"	"Iron, IC"	"2"	"5200.0"	"6800.0"	"3600.0"	
"USA"	"Iron, IIE"	"1"	"810.0"	"810.0"	"810.0"	
"USA"	"CR"	"1"	"106.0"	"106.0"	"106.0"	
"USA"	"Winonaite"	"2"	"12430.0"	"24000.0"	"860.0"	
"USA"	"H3-4"	"1"	"86000.0"	"86000.0"	"86000.0"	
"USA"	"LL3.1"	"1"	"5025.0"	"5025.0"	"5025.0"	
"EGY"	"Ureilite-an"	"1"	"3950.0"	"3950.0"	"3950.0"	
"EGY"	"Martian (nakhlite)"	"1"	"10000.0"	"10000.0"	"10000.0"	
"EGY"	"L6"	"5"	"3142.0"	"14000.0"	"45.0"	
"EGY"	"H4"	"2"	"2283.47"	"4500.0"	"66.94"	
"EGY"	"H5"	"7"	"386.34"	"1800.0"	"13.31"	
"EGY"	"Iron, IAB-ung"	"1"	"12000.0"	"12000.0"	"12000.0"	
"EGY"	"Iron, ungrouped"	"1"	"2405.0"	"2405.0"	"2405.0"	
"EGY"	"CM2"	"1"	"53.1"	"53.1"	"53.1"	
"EGY"	"Iron"	"1"	"110.0"	"110.0"	"110.0"	
"EGY"	"H6"	"5"	"392.85"	"1450.0"	"0.9"	
"EGY"	"LL3-6"	"1"	"450.0"	"450.0"	"450.0"	
"EGY"	"H"	"1"	"5420.0"	"5420.0"	"5420.0"	
"EGY"	"L5"	"2"	"748.05"	"1416.0"	"80.1"	
"EGY"	"Acapulcoite"	"1"	"8.3"	"8.3"	"8.3"	
"EGY"	"L5/6"	"1"	"7.72"	"7.72"	"7.72"	
"EGY"	"H5/6"	"1"	"40.94"	"40.94"	"40.94"	
"EGY"	"LL5"	"1"	"15.0"	"15.0"	"15.0"	
"EGY"	"CO3.8"	"1"	"23000.0"	"23000.0"	"23000.0"	
"EGY"	"L5-6"	"1"	"36.0"	"36.0"	"36.0"	
"IRQ"	"LL5"	"1"	"6000.0"	"6000.0"	"6000.0"	
"IRQ"	"L6"	"1"	"6000.0"	"6000.0"	"6000.0"	
"GHA"	"L5"	"548"	"556.8"	"88000.0"	"0.3"	
"GHA"	"LL5"	"304"	"387.34"	"50000.0"	"0.5"	
"GHA"	"H5"	"659"	"364.85"	"115777.0"	"0.3"	
"GHA"	"Howardite"	"52"	"378.9"	"5888.0"	"1.3"	
"GHA"	"L6"	"999"	"261.68"	"18000.0"	"0.2"	
"GHA"	"L3.4"	"2"	"724.8"	"1447.0"	"2.6"	
"GHA"	"LL6"	"697"	"126.79"	"3200.0"	"0.1"	
"GHA"	"H6"	"669"	"153.81"	"29000.0"	"0.2"	
"GHA"	"CR2"	"17"	"691.42"	"6290.0"	"3.96"	
"GHA"	"CO3"	"200"	"79.29"	"2670.0"	"0.0"	
"GHA"	"CK4"	"13"	"262.51"	"1724.0"	"15.03"	
"GHA"	"H4"	"556"	"431.76"	"45326.0"	"0.3"	
"GHA"	"CM2"	"51"	"27.94"	"495.0"	"1.8"	
"GHA"	"Eucrite-br"	"13"	"487.21"	"2370.0"	"3.4"	
"GHA"	"LL-imp melt"	"2"	"92.65"	"173.2"	"12.1"	
"GHA"	"Ureilite"	"59"	"644.74"	"11730.0"	"3.03"	
"GHA"	"L-imp melt"	"5"	"21.7"	"68.8"	"2.0"	
"GHA"	"L3"	"94"	"173.01"	"2815.0"	"2.5"	
"GHA"	"H3.5"	"1"	"64.8"	"64.8"	"64.8"	
"GHA"	"CV3"	"98"	"1503.61"	"100000.0"	"0.5"	
"GHA"	"LL4-5"	"2"	"24.75"	"38.2"	"11.3"	
"GHA"	"Diogenite"	"53"	"396.41"	"10667.0"	"3.2"	
"GHA"	"L3.5"	"3"	"229.67"	"543.0"	"37.0"	
"GHA"	"LL4"	"38"	"837.04"	"11560.0"	"9.68"	
"GHA"	"CK5"	"11"	"98.61"	"305.0"	"2.5"	
"GHA"	"R6"	"3"	"92.17"	"247.3"	"12.3"	
"GHA"	"EL6"	"19"	"605.07"	"4543.0"	"3.34"	
"GHA"	"EH3"	"11"	"365.92"	"2660.1"	"1.0"	
"GHA"	"LL3.8"	"11"	"644.73"	"3800.0"	"20.0"	
"GHA"	"H5-6"	"3"	"50557.23"	"151000.0"	"225.7"	
"GHA"	"L4"	"141"	"600.39"	"26400.0"	"1.2"	
"GHA"	"Mesosiderite"	"21"	"1979.44"	"30000.0"	"0.4"	
"GHA"	"Acapulcoite/Lodranite"	"2"	"18.65"	"34.6"	"2.7"	
"GHA"	"EL4"	"3"	"46.7"	"97.5"	"20.2"	
"GHA"	"CK6"	"7"	"185.91"	"1100.0"	"1.1"	
"GHA"	"Acapulcoite/lodranite"	"2"	"66.75"	"130.0"	"3.5"	
"GHA"	"H5-an"	"1"	"33.9"	"33.9"	"33.9"	
"GHA"	"CM1/2"	"10"	"7.53"	"41.9"	"0.9"	
"GHA"	"CB"	"6"	"3.65"	"14.5"	"0.7"	
"GHA"	"R4"	"10"	"114.97"	"340.0"	"3.43"	
"GHA"	"R3"	"3"	"293.84"	"825.0"	"6.8"	
"GHA"	"CM1"	"3"	"5.03"	"12.2"	"0.8"	
"GHA"	"Acapulcoite"	"8"	"59.93"	"125.0"	"6.17"	
"GHA"	"Pallasite"	"5"	"934.98"	"3971.0"	"2.7"	
"GHA"	"Martian (nakhlite)"	"5"	"314.16"	"532.2"	"145.0"	
"GHA"	"Lunar (anorth)"	"4"	"180.35"	"244.8"	"137.5"	
"GHA"	"CK5/6"	"2"	"94.3"	"136.0"	"52.6"	
"GHA"	"Achondrite-ung"	"25"	"787.32"	"8387.0"	"2.5"	
"GHA"	"CR1"	"1"	"8.9"	"8.9"	"8.9"	
"GHA"	"EH4"	"1"	"2.0"	"2.0"	"2.0"	
"GHA"	"Iron, IVA"	"3"	"274.23"	"415.0"	"150.0"	
"GHA"	"CH3"	"2"	"15.55"	"23.0"	"8.1"	
"GHA"	"H-melt rock"	"2"	"28.9"	"32.7"	"25.1"	
"GHA"	"L3.8"	"8"	"1264.15"	"7286.0"	"92.9"	
"GHA"	"Eucrite"	"70"	"269.29"	"3758.0"	"0.8"	
"GHA"	"LL-melt rock"	"4"	"83.35"	"189.0"	"28.8"	
"GHA"	"EL-melt rock"	"2"	"8.3"	"9.1"	"7.5"	
"GHA"	"EH6"	"2"	"150.45"	"300.0"	"0.9"	
"GHA"	"Lodranite"	"17"	"179.08"	"778.0"	"5.39"	
"GHA"	"Iron, IIIAB"	"4"	"3329.75"	"9625.0"	"159.0"	
"GHA"	"L-melt rock"	"9"	"4318.78"	"25000.0"	"4.5"	
"GHA"	"CO3.6"	"2"	"739.5"	"1200.0"	"279.0"	
"GHA"	"L4/5"	"9"	"2136.14"	"14400.0"	"11.8"	
"GHA"	"H3"	"70"	"265.04"	"7000.0"	"3.47"	
"GHA"	"Iron, IAB-MG"	"7"	"6946.0"	"20620.0"	"82.0"	
"GHA"	"H/L4"	"3"	"437.37"	"832.0"	"8.12"	
"GHA"	"H4/5"	"15"	"578.64"	"2715.0"	"20.3"	
"GHA"	"CK3"	"2"	"159.95"	"285.0"	"34.9"	
"GHA"	"Iron, IAB-sHL"	"7"	"643.21"	"2340.0"	"100.0"	
"GHA"	"Eucrite-pmict"	"48"	"318.25"	"5005.0"	"1.5"	
"GHA"	"L"	"2"	"14144.5"	"27690.0"	"599.0"	
"GHA"	"Iron, IAB-sLL"	"3"	"1543.0"	"3080.0"	"114.0"	
"GHA"	"H3.05"	"2"	"78.2"	"114.0"	"42.4"	
"GHA"	"H3.10"	"1"	"402.0"	"402.0"	"402.0"	
"GHA"	"L3/4"	"2"	"305.1"	"512.2"	"98.0"	
"GHA"	"L5/6"	"12"	"417.41"	"1400.0"	"8.81"	
"GHA"	"E6"	"2"	"250.84"	"407.0"	"94.67"	
"GHA"	"L4-6"	"4"	"660.38"	"2180.0"	"33.0"	
"GHA"	"Iron, IIAB"	"5"	"3451.4"	"11445.0"	"381.0"	
"GHA"	"Iron, IAB-sLH"	"3"	"4081.33"	"12050.0"	"20.0"	
"GHA"	"Iron, IC"	"1"	"5463.0"	"5463.0"	"5463.0"	
"GHA"	"Martian (shergottite)"	"24"	"396.0"	"3033.0"	"17.0"	
"GHA"	"Lunar (gabbro)"	"3"	"600.0"	"1649.0"	"60.0"	
"GHA"	"L-melt breccia"	"13"	"221.24"	"800.0"	"0.53"	
"GHA"	"Iron, IAB-sHL-an"	"1"	"762.0"	"762.0"	"762.0"	
"GHA"	"Iron, IAB-ung"	"2"	"1050.0"	"1374.0"	"726.0"	
"GHA"	"L/LL5"	"2"	"493.0"	"841.0"	"145.0"	
"GHA"	"L/LL6"	"6"	"942.17"	"4573.0"	"31.0"	
"GHA"	"Achondrite-prim"	"3"	"747.67"	"1197.0"	"130.0"	
"GHA"	"L/LL3"	"3"	"74.18"	"139.0"	"40.94"	
"GHA"	"L3-5"	"1"	"107.0"	"107.0"	"107.0"	
"GHA"	"L/LL4"	"4"	"2039.75"	"7465.0"	"44.0"	
"GHA"	"L~4"	"1"	"916.0"	"916.0"	"916.0"	
"GHA"	"H~4/5"	"1"	"221.3"	"221.3"	"221.3"	
"GHA"	"Iron, IAB complex"	"4"	"4987.0"	"14830.0"	"1276.0"	
"GHA"	"LL3.2"	"5"	"1436.01"	"4000.0"	"241.04"	
"GHA"	"LL3"	"21"	"368.99"	"3370.0"	"3.38"	
"GHA"	"L3.7"	"5"	"667.2"	"2300.0"	"110.0"	
"GHA"	"H5/6"	"10"	"1288.52"	"8000.0"	"26.0"	
"GHA"	"LL4-6"	"6"	"463.88"	"1900.0"	"52.5"	
"GHA"	"L3-6"	"5"	"1284.62"	"4205.0"	"105.0"	
"GHA"	"L(LL)3"	"1"	"56.6"	"56.6"	"56.6"	
"GHA"	"Iron, ungrouped"	"8"	"5006.62"	"32000.0"	"123.0"	
"GHA"	"Iron, IIIE"	"1"	"277.0"	"277.0"	"277.0"	
"GHA"	"Iron, IAB-sLM"	"2"	"91.5"	"154.0"	"29.0"	
"GHA"	"LL3.3"	"2"	"840.0"	"1060.0"	"620.0"	
"GHA"	"CO3.2"	"1"	"689.0"	"689.0"	"689.0"	
"GHA"	"LL3.7"	"4"	"8458.53"	"29481.8"	"79.31"	
"GHA"	"LL7"	"3"	"322.73"	"533.0"	"40.2"	
"GHA"	"Angrite"	"4"	"315.55"	"859.0"	"46.2"	
"GHA"	"CO3.8"	"1"	"109.0"	"109.0"	"109.0"	
"GHA"	"LL3.05"	"1"	"128.0"	"128.0"	"128.0"	
"GHA"	"CK"	"1"	"276.0"	"276.0"	"276.0"	
"GHA"	"Eucrite-mmict"	"23"	"337.83"	"1200.0"	"7.1"	
"GHA"	"R3.8"	"1"	"1120.0"	"1120.0"	"1120.0"	
"GHA"	"L5-6"	"7"	"557.14"	"1026.0"	"80.0"	
"GHA"	"Brachinite"	"14"	"539.33"	"4000.0"	"10.8"	
"GHA"	"R5"	"6"	"4149.97"	"23620.0"	"18.04"	
"GHA"	"Chondrite-ung"	"2"	"3951.5"	"7310.0"	"593.0"	
"GHA"	"CK4-an"	"1"	"10.0"	"10.0"	"10.0"	
"GHA"	"Diogenite-olivine"	"6"	"509.17"	"1123.0"	"42.0"	
"GHA"	"LL3.8-4"	"1"	"3500.0"	"3500.0"	"3500.0"	
"GHA"	"Diogenite-pm"	"1"	"1880.0"	"1880.0"	"1880.0"	
"GHA"	"H3.15"	"1"	"730.0"	"730.0"	"730.0"	
"GHA"	"H/L5"	"4"	"242.01"	"734.0"	"3.24"	
"GHA"	"L/LL3-5"	"2"	"558.15"	"995.0"	"121.3"	
"GHA"	"H3-6"	"5"	"151.35"	"375.0"	"8.84"	
"GHA"	"H3.8"	"3"	"929.13"	"1400.0"	"35.1"	
"GHA"	"C3.0-ung"	"1"	"286.0"	"286.0"	"286.0"	
"GHA"	"Winonaite"	"5"	"157.33"	"418.0"	"5.93"	
"GHA"	"LL4/5"	"2"	"331.9"	"553.8"	"110.0"	
"GHA"	"LL-melt breccia"	"54"	"44.51"	"522.4"	"3.34"	
"GHA"	"L4-5"	"2"	"255.25"	"400.0"	"110.5"	
"GHA"	"CR"	"1"	"163.0"	"163.0"	"163.0"	
"GHA"	"E"	"1"	"37.4"	"37.4"	"37.4"	
"GHA"	"CO3.3"	"1"	"76.5"	"76.5"	"76.5"	
"GHA"	"LL6-melt breccia"	"2"	"126.0"	"180.0"	"72.0"	
"GHA"	"L3.9"	"4"	"1182.04"	"3300.0"	"87.0"	
"GHA"	"Aubrite"	"4"	"707.12"	"2200.0"	"50.5"	
"GHA"	"L5-melt breccia"	"3"	"2198.67"	"6414.0"	"56.0"	
"GHA"	"L3.3"	"2"	"1118.48"	"2230.0"	"6.97"	
"GHA"	"Lunar (feldsp. breccia)"	"17"	"310.32"	"1638.0"	"1.3"	
"GHA"	"H3.6"	"3"	"138.5"	"240.5"	"71.0"	
"GHA"	"Ureilite-pmict"	"2"	"282.4"	"554.0"	"10.79"	
"GHA"	"CK4/5"	"1"	"162.0"	"162.0"	"162.0"	
"GHA"	"LL3-6"	"3"	"331.67"	"850.0"	"51.0"	
"GHA"	"Mesosiderite-B2"	"2"	"76.59"	"115.7"	"37.48"	
"GHA"	"CO3.1"	"3"	"96.97"	"147.0"	"63.9"	
"GHA"	"R3-5"	"2"	"559.15"	"1100.0"	"18.3"	
"GHA"	"R3-6"	"2"	"49.0"	"53.0"	"45.0"	
"GHA"	"EL3"	"1"	"146.0"	"146.0"	"146.0"	
"GHA"	"LL3.6"	"2"	"58.3"	"106.6"	"10.0"	
"GHA"	"LL(L)3.1"	"1"	"3200.0"	"3200.0"	"3200.0"	
"GHA"	"LL6-an"	"1"	"2730.0"	"2730.0"	"2730.0"	
"GHA"	"L4-melt breccia"	"1"	"5200.0"	"5200.0"	"5200.0"	
"GHA"	"LL5/6"	"2"	"111.0"	"150.0"	"72.0"	
"GHA"	"C2-ung"	"1"	"67.05"	"67.05"	"67.05"	
"GHA"	"L6-melt breccia"	"7"	"900.43"	"2109.0"	"29.0"	
"GHA"	"Howardite-an"	"1"	"494.0"	"494.0"	"494.0"	
"GHA"	"L3.1"	"1"	"93.7"	"93.7"	"93.7"	
"GHA"	"Iron, IIE"	"1"	"293.0"	"293.0"	"293.0"	
"GHA"	"H~4"	"2"	"110.5"	"113.0"	"108.0"	
"GHA"	"Eucrite-cm"	"4"	"660.09"	"2480.0"	"13.7"	
"GHA"	"H~5"	"4"	"178.4"	"324.0"	"76.6"	
"GHA"	"L~6"	"11"	"123.19"	"585.0"	"18.9"	
"GHA"	"H~6"	"1"	"8300.0"	"8300.0"	"8300.0"	
"GHA"	"Diogenite-an"	"1"	"223.0"	"223.0"	"223.0"	
"GHA"	"H7"	"1"	"118.0"	"118.0"	"118.0"	
"GHA"	"H4-melt breccia"	"1"	"468.0"	"468.0"	"468.0"	
"GHA"	"Martian (basaltic breccia)"	"2"	"200.0"	"319.8"	"80.2"	
"GHA"	"H3.4"	"1"	"1740.0"	"1740.0"	"1740.0"	
"GHA"	"Pallasite, PMG"	"1"	"1127.0"	"1127.0"	"1127.0"	
"GHA"	"L3-melt breccia"	"1"	"1604.0"	"1604.0"	"1604.0"	
"GHA"	"H5-melt breccia"	"1"	"32.0"	"32.0"	"32.0"	
"GHA"	"CO3.5"	"1"	"607.0"	"607.0"	"607.0"	
"GHA"	"L~5"	"2"	"81.75"	"148.0"	"15.5"	
"GHA"	"LL~6"	"1"	"39.9"	"39.9"	"39.9"	
"GHA"	"L~4-6"	"1"	"45.0"	"45.0"	"45.0"	
"GHA"	"LL~5"	"1"	"61.7"	"61.7"	"61.7"	
"GHA"	"EL5"	"1"	"170.0"	"170.0"	"170.0"	
"GHA"	"R3.5-4"	"1"	"248.0"	"248.0"	"248.0"	
"GHA"	"CR7"	"1"	"868.0"	"868.0"	"868.0"	
"GHA"	"H6-melt breccia"	"1"	"736.0"	"736.0"	"736.0"	
"GHA"	"LL3.4"	"3"	"214.33"	"373.0"	"111.0"	
"GHA"	"LL5-6"	"4"	"921.15"	"1835.0"	"276.6"	
"GHA"	"Lunar"	"1"	"916.0"	"916.0"	"916.0"	
"GHA"	"H-melt breccia"	"4"	"47.09"	"81.77"	"15.6"	
"GHA"	"L3.6"	"2"	"428.0"	"609.0"	"247.0"	
"GHA"	"L3.00"	"1"	"81.0"	"81.0"	"81.0"	
"GHA"	"H4-an"	"1"	"51.5"	"51.5"	"51.5"	
"GHA"	"H"	"4"	"22.72"	"66.67"	"3.81"	
"GHA"	"H4-6"	"4"	"15.74"	"34.76"	"7.2"	
"GHA"	"Eucrite-unbr"	"2"	"72.84"	"138.9"	"6.78"	
"GHA"	"CM"	"3"	"23.19"	"62.16"	"3.24"	
"GHA"	"LL"	"3"	"19.13"	"42.95"	"4.87"	
"GHA"	"H/L6"	"3"	"5.58"	"6.91"	"4.46"	
"GHA"	"H4-5"	"1"	"26.49"	"26.49"	"26.49"	
"BRA"	"Angrite"	"1"	"1500.0"	"1500.0"	"1500.0"	
"BRA"	"H4"	"5"	"6691.4"	"20350.0"	"350.0"	
"BRA"	"L5"	"3"	"9060.0"	"23680.0"	"1000.0"	
"BRA"	"Eucrite-mmict"	"1"	"2500.0"	"2500.0"	"2500.0"	
"BRA"	"H5"	"6"	"8682.17"	"40000.0"	"369.0"	
"BRA"	"H6"	"1"	"7000.0"	"7000.0"	"7000.0"	
"BRA"	"L3-4"	"1"	"600.0"	"600.0"	"600.0"	
"BRA"	"LL5"	"1"	"2000.0"	"2000.0"	"2000.0"	
"BRA"	"L6"	"5"	"80692.6"	"300000.0"	"118.0"	
"BRA"	"L4"	"2"	"855.0"	"1310.0"	"400.0"	
"BRA"	"Eucrite-cm"	"1"	"1800.0"	"1800.0"	"1800.0"	
"BRA"	"Iron, IIIAB"	"7"	"109171.43"	"305000.0"	"3200.0"	
"BRA"	"Iron, ungrouped"	"4"	"533006.5"	"2000000.0"	"9026.0"	
"BRA"	"Iron, IC"	"1"	"5360000.0"	"5360000.0"	"5360000.0"	
"BRA"	"Iron, IVA"	"4"	"43075.0"	"116300.0"	"10500.0"	
"BRA"	"Martian (nakhlite)"	"1"	"158.0"	"158.0"	"158.0"	
"BRA"	"Iron, IIAB"	"4"	"492756.25"	"1918000.0"	"6175.0"	
"BRA"	"Iron, IAB-MG"	"3"	"256166.67"	"628000.0"	"68000.0"	
"BRA"	"Iron, IAB complex"	"1"	"200000.0"	"200000.0"	"200000.0"	
"BRA"	"Iron, IIIE"	"1"	"200000.0"	"200000.0"	"200000.0"	
"BRA"	"Pallasite, PMG"	"1"	"59000.0"	"59000.0"	"59000.0"	
"BRA"	"Iron, IAB-ung"	"1"	"7000000.0"	"7000000.0"	"7000000.0"	
"BRA"	"L3"	"1"	"50400.0"	"50400.0"	"50400.0"	
"BRA"	"Iron, IVA-an"	"1"	"15300.0"	"15300.0"	"15300.0"	
"ETH"	"H4"	"2"	"7800.0"	"9100.0"	"6500.0"	
"ETH"	"H4/5"	"1"	"34650.0"	"34650.0"	"34650.0"	
"ETH"	"Stone-uncl"	"1"	"1415.0"	"1415.0"	"1415.0"	
"ETH"	"L6"	"1"	"2450.0"	"2450.0"	"2450.0"	
"ETH"	"OC"	"1"	"166.4"	"166.4"	"166.4"	
"CHN"	"H5"	"22"	"195502.0"	"4000000.0"	"82.0"	
"CHN"	"LL3.9"	"1"	"7500.0"	"7500.0"	"7500.0"	
"CHN"	"L6"	"14"	"27730.86"	"260000.0"	"180.0"	
"CHN"	"Mesosiderite"	"1"	"128800.0"	"128800.0"	"128800.0"	
"CHN"	"LL6"	"3"	"5266.67"	"5500.0"	"4800.0"	
"CHN"	"L5"	"5"	"5686.0"	"23000.0"	"452.0"	
"CHN"	"Stone-uncl"	"2"	"11250.0"	"20000.0"	"2500.0"	
